id;CustomerName;CustomerAddress;idState;id2;RegTime;RegisterTime;Sum1;Sum2,,
991;Lickmen Restoration;1575 Oakwood Ave.;23;44;17/07/2000 00:47;1994-03-21 14:26:40.000;69136;99328.5444,,
992;Lidhal design Corp.;12 Walker Ave.;6;45;22/02/1994 23:33;1983-07-27 14:20:00.000;24220;86288.8264,,
993;Elle Hypnosis and Therapy Cent;244 Briar Ln;45;14;26/10/2001 06:07;2000-06-25 13:00:00.000;81324;10625.6704,,
994;Johnson, Erico & Co CPA's;3181 Barkwood Ct.;8;48;17/01/1993 19:47;2006-02-06 23:08:16.000;38356;89073.4795,
995;Energy Source Diet Centers;231 Sheriden Rd.;7;47;22/06/1987 12:33;1997-07-04 08:06:40.000;27488;77022.4480,,
996;Pete's Auto Repair;654 Walnut Rd.;20;30;01/12/1972 03:08;2006-02-29 06:41:36.000;27126;24953.9059,,
997;Air Barbados;886 Yale Lane;31;20;03/04/1974 05:47;2004-09-12 06:34:56.000;18770;78094.9471,,
998;Eva Galler Galleries Inc.;618 Sheriden rd.;35;17;01/05/1987 01:28;1985-11-01 21:08:16.000;84426;55336.1295,,
999;Lickmen Restoration;1875 Roger Williams Ave.;9;2;17/11/2005 22:42;2003-10-13 00:06:40.000;90728;42004.8492,,
1000;AAA Daniels Antiques;1957 Huntington Ave.;41;23;22/10/1980 11:53;2004-11-08 07:46:40.000;6863.;49532.2585,,
1001;Marcy Elaine Bakery;1233 Arbor Rd.;28;6;24/08/1986 01:28;1994-08-05 16:20:00.000;7125.;7771.3712,,
1002;Hi-Land Art & Frame;310 Walker Ave.;18;45;27/08/2001 12:47;1985-08-27 15:13:20.000;32764;89183.9574,,
1003;Kermit the Pet Shop;1858 Balsam Way;3;8;23/08/1992 09:53;1992-01-05 08:26:40.000;92284;99142.5448,,
1004;Air France;1858 Balsam Way;49;7;03/01/2003 16:27;2002-10-21 03:28:16.000;60470;61105.0148,,
1005;Palmer Golf Supplies;244 Briar Ln;2;20;18/11/1990 20:27;1980-10-18 15:28:16.000;53216;30651.3992,,
1006;Highland Woods City Hall;59 Cordon Terr.;21;31;25/06/2007 11:28;2000-11-15 14:53:20.000;83600;82904.7280,,
1007;Smith & Wesson Militia;54 Lakeview Terrace;13;35;02/04/2004 04:15;1996-08-16 21:28:16.000;48297;86516.9214,,
1008;New Dehli Auto Exchange;1770 first St.;36;9;07/06/1980 22:07;1983-12-30 10:14:56.000;40673;96458.6952,,
1009;Lennox Air Pollution Control;1658 Second St.;13;41;13/12/2002 00:27;1980-03-28 14:00:00.000;83968;57950.8977,,
1010;Nirabi Auto Service;1287 Glencoe Ave.;22;28;16/09/2005 20:47;1983-10-17 09:28:16.000;76092;17368.8404,,
1011;Park District Of America;1750 Lily Court;24;18;20/02/2003 03:20;1989-01-03 19:46:40.000;30448;73097.1082,,
1012;Sigman and Freud Psychiatry;302-A Crestwood Village Rd.;48;3;07/09/1994 09:42;1985-08-23 16:46:40.000;25635;61646.3869,,
1013;janice Mann Accounting Service;2045 St. johns Ave.;10;49;05/07/2000 06:20;1970-12-23 19:08:16.000;43240;31046.0056,,
1014;Mergenthaler Inc.;355 Golf Rd.;20;2;03/07/1985 09:28;2000-09-14 15:40:00.000;19186;66238.9504,,
1015;Morton Roofing and Siding;512 Hill;7;21;09/02/2005 00:42;1983-10-20 13:13:20.000;16825;68302.6395,,
1016;Auto Interior Carpeting Compan;433 Burton Ave.;31;13;09/07/1986 22:08;1980-09-04 08:20:00.000;36308;89002.5253,,
1017;Bako Delicatessen;14836 W. River Oaks Dr.;22;36;15/01/1997 20:27;2001-10-03 14:34:56.000;23008;78948.4368,,
1018;Pac Builders;59 Cordon Terr.;6;13;07/12/2002 13:22;1971-12-01 18:26:40.000;780.1;8445.4740,,
1019;Air India;14836 W. River Oaks Dr.;44;22;01/02/1970 13:35;2004-04-06 19:21:36.000;45115;83391.2333,,
1020;Facelift Kitchen and Bath;746 Judson Place;44;24;02/03/2002 20:13;2000-05-27 10:08:16.000;88440;10501.2650,,
1021;Pasifico Inc.;965 Marion Place Apt. 65C;20;48;31/07/1980 03:53;2001-03-25 10:28:16.000;83140;70012.7400,,
1022;Air Barbados;812 North Ave.;34;10;24/07/2001 19:40;1986-07-15 09:26:40.000;83037;63762.6144,,
1023;Keep Cool Air Conditioner Repa;770 Exmoor Rd.;11;20;01/11/2005 22:00;2001-08-05 06:20:00.000;69472;86784.1462,,
1024;Shaggy's Grooming Services;1155 Ridgewood Drive;10;7;11/05/1986 13:53;2001-10-20 15:40:00.000;48204;61590.3000,,
1025;Morton Roofing and Siding;1701 W. Mellody Rd.;36;31;29/05/1987 16:20;1972-11-25 00:40:00.000;33864;63685.0207,,
1026;Hibop Heating and Air Conditio;456 Grossman Ln.;14;22;15/07/2005 00:07;1994-03-15 10:28:16.000;54170;73588.3557,,
1027;Lidhal design Corp.;38976 Forest View Rd.;49;6;18/01/2002 07:33;1975-07-30 14:46:40.000;52020;21154.7512,,
1028;MedicServe Medical Supply;42 Valley Rd.;17;44;03/09/2006 08:08;2001-02-13 07:20:00.000;55356;61960.2394,,
1029;Mergenthaler Inc.;2870 Skokie Rd.;50;44;15/02/2002 20:55;1970-03-21 20:40:00.000;35299;47572.5750,,
1030;Gordon & Son Brockerage Ltd.;21 Lakeview Terrace #2312;31;20;13/01/1997 03:48;1982-01-18 18:41:36.000;80860;72436.2404,,
1031;Portugal, Liddy, & Son Ltd.;2678 Sheridan Rd.;31;34;19/08/2000 21:55;1975-07-03 14:48:16.000;40300;27709.9840
1032;Camp Oconomowoc;970 Vilas Circle;18;11;06/01/1986 12:53;1989-05-28 03:54:56.000;90608;92744.3261,,
1033;Parkway Auto Body;3062 Lindenwood Ln.;50;10;03/10/2003 08:48;1996-04-29 07:40:00.000;89238;4896.9492,,
1034;Moveit Motercycle Service;242 Ashland Ave.;9;36;24/01/2000 07:47;2003-04-08 06:08:16.000;64515;42080.8740,,
1035;Caranisco Homes;1486 Old Deerfield Rd.;6;14;23/08/1982 06:08;1970-11-19 10:53:20.000;96826;67505.0760,,
1036;Vanity Town;662 Lyons Circle;39;49;17/11/2006 17:47;2000-11-28 22:40:00.000;14728;39258.8027,,
1037;Darcy Frame and Matting Servic;3181 Barkwood Ct.;20;17;26/11/1993 07:47;1992-10-13 08:06:40.000;14496;81728.1638,,
1038;Acturial Enterprises Ltd.;22 Clay rd.;2;50;30/12/2004 13:07;1978-04-15 14:53:20.000;91175;63212.8680,,
1039;Arthur M. Feildberg Galleries;1860 Parkside Ln.;16;31;26/04/1994 23:40;2000-01-23 09:08:16.000;67878;17205.6472,,
1040;Hart Corporation;1770 first St.;6;31;02/01/1977 13:33;2001-06-20 06:48:16.000;63940;62325.3857,,
1041;Schnitzer Denist College;2644 Princeton Ln.;41;18;30/09/2004 19:02;1975-06-28 16:06:40.000;92790;38147.7840,,
1042;Marcy Elaine Bakery;12 Craven Way;20;50;21/06/1970 08:07;2001-01-10 04:13:20.000;95931;49030.3950,,
1043;MedicServe Medical Supply;1679 McCraren;40;9;29/01/2000 01:35;1975-03-23 09:46:40.000;88007;2600.8484,,
1044;Sigman and Freud Psychiatry;1915 Lewis Ln.  Apt 13;9;6;08/10/1972 03:40;1993-01-10 10:00:00.000;87558;55540.9057,,
1045;Lickmen Restoration;1235 Easton Rd.;27;39;04/09/1972 14:07;2004-03-27 09:21:36.000;89108;86956.2976,,
1046;Highland Heights Gift Shop;218 Oakridge Ave.;32;20;23/03/2002 16:13;1977-12-03 01:20:00.000;52456;4458.6108,,
1047;Cradle the Call;1486 Oakwood;21;2;13/05/2005 17:00;1971-12-18 18:01:36.000;87812;84138.7192,,
1048;Childress Child Day Care;1337 Cavell Ave.;13;16;11/02/1986 17:35;2004-11-19 15:48:16.000;24291;28440.5802,,
1049;Salt & Pepper Catering Service;574 Chicago Ave.;7;6;05/01/2001 10:00;1975-12-11 20:00:00.000;82520;91096.2508,,
1050;Kosmo Consulting;1436 Waverly Rd.;25;41;31/08/2006 09:28;2001-05-26 11:26:40.000;27640;78240.2994,,
1051;Smith & Wesson Militia;600 Central Ave;5;20;17/12/2000 17:33;1985-05-08 12:33:20.000;26432;41842.6432,,
1052;Innman Paint and Glass;2024 St.Johns Ave.;37;40;13/08/2001 04:20;1978-09-09 15:40:00.000;21141;58560.5611,,
1053;Energy Source Diet Centers;310 Walker Ave.;34;9;11/06/2000 06:07;1987-02-04 08:54:56.000;73770;57572.5072,,
1054;Brand Y Creative Services;12 Skokie Valley Rd.;37;27;15/04/1994 09:53;2005-09-29 05:14:56.000;36180;26792.5904,,
1055;Nyman Interior Design;3059 Priscilla Court;21;32;21/01/1993 14:42;1985-03-28 03:08:16.000;34602;27154.3720,,
1056;Nirabi Auto Service;302-A Crestwood Village Rd.;46;21;31/12/1997 20:27;1972-10-10 22:20:00.000;82284;51620.4720,,
1057;Nitelites Party Rental;42 Valley Rd.;49;13;08/04/2006 04:35;2001-10-27 17:26:40.000;1397.;13715.2025,,
1058;Lutz Soft Cloth Car Wash;1619 Judson Ave. Apt #34B;44;7;27/08/1972 02:35;1996-08-01 20:21:36.000;65365;50261.4300,,
1059;Dean Grant Buick and Crysler;1715 Chicago Ave.;9;25;24/08/2002 15:40;2000-04-24 20:54:56.000;80040;2336.0824,,
1060;Air Mexico;1714 Clifton Rd.;37;5;04/04/2001 21:28;1983-06-21 17:13:20.000;60416;44632.6463,,
1061;Venturi Discount Drugs;1185 County line Rd.;12;37;15/04/2000 23:47;2001-12-10 08:26:40.000;98544;88559.7467,,
1062;Quad City Cleaning;581 Hill St. Apt. 234;25;34;21/11/2006 12:42;1974-07-07 21:13:20.000;4478.;11684.4249,,
1063;Cotton Thumb Ltd.;3100 Trailer Way;18;37;18/05/2006 10:47;2000-05-30 19:01:36.000;14590;95168.4546,,
1064;Innman Paint and Glass;937 Judson Ave.;17;21;26/02/2001 19:35;1983-12-30 19:20:00.000;72214;21912.6147,,
1065;Rythmics Ltd.;1270 Linden Ave.;50;46;30/11/2005 09:20;1996-12-10 06:40:00.000;44494;5600.6128,,
1066;American Deli Workers Union;1660 Park Ave.;41;49;02/01/1970 03:47;2005-01-01 08:14:56.000;36441;2859.3745,,
1067;Green Shoes Corp.;1831 Beverly Place #9D;30;44;15/06/1986 23:53;2006-06-29 13:53:20.000;60080;79792.2756,,
1068;Mergenthaler Inc.;3160 Summit Ave.;41;9;19/07/1987 03:27;1970-10-15 09:28:16.000;64672;33392.5576,,
1069;Lake Shore Publishing;12 Skokie Valley Rd.;7;37;05/12/1977 20:00;1994-11-21 14:14:56.000;7650.;15700.7392,,
1070;Deer Lake Inn;1575 Oakwood Ave.;4;12;05/01/1978 05:48;1999-05-27 11:13:20.000;55188;83249.5286,,
1071;Air Barbados;115 Pleasent Ave.;22;25;04/12/1992 00:02;1993-08-31 02:20:00.000;63020;65272.7663,,
1072;Woodworks Co.;218 Oakridge Ave.;9;18;01/09/1986 13:00;1970-11-03 17:06:40.000;79765;53888.1974,,
1073;Air India;1704 Ridgelee Rd;26;17;20/01/1978 16:00;1996-08-03 20:20:00.000;6904.;41880.4297,,
1074;Glenn Oaks Office Supplies;43078 Kennedy Dr.;25;50;05/04/1992 08:47;1985-12-14 09:20:00.000;62900;7104.1566,,
1075;Michael Montgomery Hair Saloon;224  Highwood Ave.;30;41;01/11/1983 02:00;1972-10-29 09:46:40.000;74540;62720.6894,,
1076;Camp Oconomowoc;3150 Skokie Valley Rd.;3;30;08/08/1996 19:02;2007-08-04 05:00:00.000;8093.;75841.2984,,
1077;Pete's Auto Repair;1234 Devonshire Court;14;41;11/11/2005 00:02;2004-09-27 07:41:36.000;79900;98760.8580,,
1078;North Park Lighting Galleries;201-C Frontage Rd.;14;7;17/10/1992 23:13;2005-10-15 19:13:20.000;83328;59508.2718,,
1079;Venturi Discount Drugs;465 Stratford Rd.;35;4;27/11/2003 21:08;2000-05-23 20:21:36.000;56608;11072.8886,,
1080;Toggle & Myerson Ltd;969 Saxony Drive;4;22;02/07/1993 09:00;2005-07-27 06:33:20.000;78066;1652.5625,,
1081;janice Mann Accounting Service;3901 Chester Ave. Apt. 3C;37;9;20/03/2002 15:47;1977-07-16 01:13:20.000;55875;94960.1265,,
1082;Hilco Auto Body;2936 Arlington Ave.;5;26;23/01/2000 08:15;2006-08-17 21:13:20.000;88484;51785.8150,,
1083;Hi-Land Art & Frame;21 Lakeview Terrace #2312;1;25;23/04/1975 15:47;2001-06-25 13:40:00.000;52422;36869.5574,,
1084;MedicServe Medical Supply;662 Lyons Circle;33;30;27/06/1985 07:00;1980-09-17 01:53:20.000;66305;36368.8612,,
1085;Camp Oconomowoc;1337 Cavell Ave.;50;3;16/03/1975 11:07;1987-03-20 17:33:20.000;13852;92844.0470,,
1086;Car Suite Cleaners;139 Bay Colony Dr.;14;14;01/04/1972 07:07;1977-05-16 04:06:40.000;63520;97689.0955,,
1087;Quad City Cleaning;10 Marquette Rd.;9;14;24/11/1978 03:48;1996-02-13 08:26:40.000;61836;72452.4700,,
1088;Childress Child Day Care;2936 Arlington Ave.;37;35;01/01/1980 07:33;1994-10-25 16:46:40.000;36736;51964.0940,,
1089;Maintence Services of Maine;1750 Lily Court;11;4;14/01/2005 01:48;1972-10-07 11:00:00.000;24277;85420.8676,,
1090;Highland Heights Gift Shop;899 Harvard Ct;13;37;28/03/1978 02:27;1970-08-07 19:00:00.000;51328;24023.1224,,
1091;Loyal Order of Buffalo;4763 Blackhawk Rd.;39;5;02/09/1994 11:00;2001-11-11 21:06:40.000;72732;6660.3500,,
1092;Masterlands Cleaning;632 Florence Dr.;19;1;05/01/1989 10:40;2005-09-05 02:06:40.000;35972;55124.8270,,
1093;Mail Boxes Et. Al.;1715 Chicago Ave.;43;33;20/07/1985 10:33;2000-03-23 20:13:20.000;20987;91820.3335,,
1094;Keyth Contracting and Repair;1954 First St.;49;50;13/03/2000 12:40;1992-03-07 00:14:56.000;5440.;39296.4426,,
1095;Terrinni & Son Auto and Truck;1619 Judson Ave. Apt #34B;39;14;24/08/2006 18:47;1980-06-30 16:34:56.000;65904;48046.5376,,
1096;Bako Delicatessen;3148 cottonwood Ct.;31;9;21/04/2006 03:13;2006-07-09 23:53:20.000;81834;5601.7572,,
1097;PGS Associates;225 Jeffrys Place;14;37;03/07/2000 05:53;2001-02-26 19:34:56.000;50360;95888.8949,,
1098;Corbins, Rodriguez, & Savocchi;807 Old Trail Rd.;23;11;11/08/1971 13:00;2000-11-08 16:41:36.000;73420;15918.9615
1099;Mergenthaler Inc.;244 Briar Ln;12;13;08/04/2000 14:20;1980-08-30 06:06:40.000;16060;76080.9358,,
1100;Green Bay Travel Services;1482 Concorde Circle;37;39;21/01/1978 10:42;1978-12-24 15:06:40.000;34375;74969.5496,,
1101;Yale Remins Temp Agency;135 Lakewood place;8;19;09/04/1982 00:27;2002-09-10 07:26:40.000;21286;87369.2296,,
1102;Dean Grant Buick and Crysler;1658 Second St.;46;43;25/10/1970 10:53;2005-03-17 18:00:00.000;18822;723.0080,,
1103;Pivot Point College;1920 Sunnyside Ave.;18;49;28/07/2003 17:53;2004-05-21 16:06:40.000;97524;51232.8204,,
1104;Hoffman Printing Center;43078 Kennedy Dr.;1;39;14/05/1992 00:33;1974-05-02 05:13:20.000;68660;17817.6314,,
1105;Glenn Oaks Office Supplies;1245 Eastwood;14;31;25/01/2001 05:20;2000-09-28 01:13:20.000;17220;55455.3600,,
1106;Lickmen Restoration;839 Burton Ave;21;14;19/03/2004 16:00;1985-10-30 22:40:00.000;27310;88454.0000,,
1107;Green Shoes Corp.;12 Fort Sheriden Ave.;22;23;03/04/2005 06:28;2005-02-03 05:48:16.000;48804;29520.8043,,
1108;Esmarda Chemical Manufacturers;12 Craven Way;25;12;16/08/2004 11:27;2002-12-18 19:20:00.000;9938.;72375.5793,,
1109;Mail Boxes Et. Al.;1770 first St.;25;37;28/08/2006 18:20;2002-10-21 14:21:36.000;54256;9880.4880,,
1110;Myles Building Consultants;669 Kikaid;37;8;14/10/2000 15:40;2001-11-08 06:13:20.000;26921;19016.7555,,
1111;Camp Oconomowoc;1875 Roger Williams Ave.;8;46;20/02/1971 01:07;2006-04-19 02:08:16.000;58016;90400.9994,,
1112;Bee Line Publishing;1619 Judson Ave. Apt #34B;10;18;21/09/2007 19:40;2006-04-01 04:54:56.000;82516;50161.6800,,
1113;Innman Paint and Glass;770 Exmoor Rd.;36;1;10/10/2001 19:55;2005-12-10 19:20:00.000;43780;91152.5925,,
1114;Ampro Office Team Ltd.;581 Hill St. Apt. 234;17;14;11/04/1982 08:00;2000-09-08 09:28:16.000;49844;99499.6350,,
1115;Transformation Enterprises;3478 Bryn Mawr St.;21;21;06/09/1977 21:55;1972-04-25 14:26:40.000;7667.;31058.3628,,
1116;Salt & Pepper Catering Service;430 Oakland Drive;39;22;01/06/1970 04:47;1989-10-02 03:53:20.000;75040;21508.9270,,
1117;Bee Line Publishing;1750 Lily Court;46;25;25/02/2000 01:33;1999-02-13 10:00:00.000;84070;84017.9632,,
1118;Myles Building Consultants;550 Sheridan;44;25;06/04/2001 10:20;1992-03-05 20:28:16.000;89805;70672.5994,,
1119;Hilco Auto Body;616 Cobblestone Cir.;31;37;11/08/1994 18:48;2000-07-16 22:20:00.000;52208;62170.5300,,
1120;Bernhardt Ltd.;456 Grossman Ln.;48;8;11/09/2005 13:40;2004-08-10 02:06:40.000;69906;84053.6065,,
1121;Cotton Thumb Ltd.;3150 Skokie Valley Rd.;32;10;19/08/1985 20:22;1993-07-22 01:13:20.000;67905;26120.5224,,
1122;American Deli Workers Union;1486 Oakwood;30;36;28/04/2001 10:07;2002-11-04 08:53:20.000;20548;34310.7680,,
1123;Mergenthaler Inc.;673 Calais Drive;34;17;08/04/2006 17:15;2000-12-22 18:28:16.000;44546;34850.7792,,
1124;Air Indonesia;1233 Arbor Rd.;28;21;06/12/1985 23:33;2001-04-08 06:53:20.000;64912;28956.4016,,
1125;Auto Interior Carpeting Compan;654 Walnut Rd.;26;39;13/10/2002 11:55;1977-07-24 14:46:40.000;33884;6887.4816,,
1126;Green Bay Travel Services;865 Old Tall Tree Lane;40;46;25/02/1989 08:53;1993-08-09 13:40:00.000;5133.;89158.3487,,
1127;janice Mann Accounting Service;2600 Winsor Mall;4;44;07/11/1980 06:42;1978-09-18 10:46:40.000;20975;3170.4582,,
1128;Peterson Roberts Carpentry;244 Briar Ln;15;31;15/06/2000 03:00;2000-10-30 06:06:40.000;58602;93062.5024,,
1129;New Dehli Auto Exchange;45 South Deer Creek Drive;8;48;03/05/2000 09:27;2006-10-10 09:01:36.000;45755;57100.3020,,
1130;Kosmo Consulting;45 South Deer Creek Drive;15;32;13/05/1985 03:40;2007-08-04 05:00:00.000;12623;6472.3586,,
1131;Doerner's Awnings and Canopies;310 Walker Ave.;3;30;28/05/2001 23:27;1992-01-03 17:33:20.000;60765;51172.9478,,
1132;Michael Montgomery Hair Saloon;334 Lynn Terrace;33;34;09/11/2004 02:28;1992-07-07 10:06:40.000;6646.;89040.5688,,
1133;Parties Galore Golf Course;2032 Northbrook Ct.;41;28;06/07/2004 12:07;1989-03-06 22:41:36.000;12744;93265.6063,,
1134;Air Mexico;600 Central Ave.;28;26;25/06/1987 14:48;2000-12-23 20:01:36.000;58474;4917.9547,,
1135;Parties Galore Golf Course;1752 Clinton Ave.;5;40;26/10/1974 14:48;1999-01-01 14:13:20.000;69530;71255.7960,,
1136;Marcy Elaine Bakery;886 Yale Lane;27;4;18/01/1980 16:13;2000-11-13 16:53:20.000;79305;85270.2572,,
1137;Acturial Enterprises Ltd.;929 Brittany Ave.;31;15;22/10/1992 14:20;1992-10-23 18:06:40.000;88392;64198.8622,,
1138;Metro Appliance Service;4467 Sheridan Rd.;22;8;31/07/1975 01:53;1983-04-27 22:34:56.000;72267;70464.7424,,
1139;Glenwood Credit Union;12 Skokie Valley Rd.;9;15;29/12/2003 06:15;2002-07-05 21:13:20.000;46720;67280.7435,,
1140;Bako Delicatessen;2112 Ravine Drive;16;3;04/11/1990 06:27;2003-07-10 02:20:00.000;94961;84250.2581,,
1141;Esmarda Chemical Manufacturers;1245 Eastwood;45;33;17/04/2000 01:20;1982-05-15 17:14:56.000;71255;65028.7400,,
1142;North West Gas Co.;812 North Ave.;6;41;25/10/2005 03:08;1980-02-11 14:28:16.000;80231;24790.3840,,
1143;Schmidt Denists;242 Ashland Ave.;33;28;11/02/2005 00:40;1971-07-22 11:41:36.000;80244;2924.9347,,
1144;Doerner's Awnings and Canopies;1875 Roger Williams Ave.;12;5;23/09/1986 23:53;2005-01-25 19:46:40.000;93609;54117.0264,,
1145;Cotton Thumb Ltd.;5518 Madison St.;45;27;03/05/1977 18:08;2003-09-21 03:26:40.000;77527;99644.4536,,
1146;Hibop Heating and Air Conditio;505 N. Frances St.;30;31;30/12/2001 21:47;1982-07-31 22:46:40.000;98291;39940.2324,,
1147;Nyman Interior Design;844 Spruce St.;4;22;01/09/1971 20:07;1994-03-29 07:48:16.000;25505;87920.9764,,
1148;Vecot Inc.;1770 first St.;16;9;17/05/1980 09:27;1977-05-28 21:40:00.000;14356;43800.3725,,
1149;Kosmo Consulting;139 Bay Colony Dr.;45;16;13/08/2006 21:13;2006-02-03 16:53:20.000;5184.;22124.1419,,
1150;Gordon & Son Brockerage Ltd.;220 Vine Ave.;13;45;19/05/1977 23:02;1972-02-27 08:28:16.000;76346;3136.2909,,
1151;Froggy's Gourmet Catering;1234 Devonshire Court;6;6;05/12/1989 02:15;2003-08-23 20:34:56.000;2800.;74948.4660,,
1152;janice Mann Accounting Service;115 Pleasent Ave.;20;33;19/02/1974 10:00;1990-10-27 21:40:00.000;58481;69086.4005,,
1153;Air France;3148 cottonwood Ct.;45;12;21/02/2001 00:42;1992-11-19 19:06:40.000;96558;71326.7200,,
1154;Myers Chocolates and Confectio;1715 Chicago Ave.;32;45;29/04/1983 02:22;2000-01-20 06:00:00.000;96911;32390.1672,,
1155;Hibop Heating and Air Conditio;857 Woodbine Rd;46;30;16/10/2007 21:42;1992-02-23 15:46:40.000;77262;34752.5702,,
1156;Ebert Music Center;917 Fairview Ave.  Apt. 982;14;4;27/02/1982 03:08;1986-12-22 09:21:36.000;71164;76616.8560,,
1157;Hardee Woodwork Ltd.;1535 Knollwood Drive;13;16;05/03/1993 02:53;1975-09-13 01:26:40.000;81560;83942.1983,,
1158;Johnson, Erico & Co CPA's;220 Vine Ave.;27;45;14/05/1972 03:53;1987-03-12 06:01:36.000;6086.;87612.9576,
1159;Chands CPA;1077 Court Ave.;22;13;30/03/2001 10:40;2000-04-13 10:34:56.000;52256;96944.7700,,
1160;Got It All Electronics Supply;600 Central Ave.;48;6;09/10/1985 18:35;1978-07-17 22:46:40.000;99805;76982.1855,,
1161;Got It All Electronics Supply;1954 First St.;30;20;02/09/1978 17:00;1998-03-18 05:46:40.000;23132;79760.2376,,
1162;Resnick DDS;2220 Grant Blvd.;39;45;26/09/2002 01:27;2007-06-16 05:14:56.000;63320;25996.4387,,
1163;Jay's Cabinet Company;1101 Deerfield Place;29;32;16/03/2004 20:02;2003-07-28 14:46:40.000;77539;95124.8325,,
1164;Bako Delicatessen;1482 Concorde Circle;12;46;09/08/1993 13:40;1974-09-10 00:06:40.000;38071;20908.8562,,
1165;Morgan Construction Co;42 Valley Rd.;36;14;22/07/1999 00:33;2001-07-11 11:53:20.000;80382;78800.5065,,
1166;Bill's Dive Shop;770 Exmoor Rd.;45;13;28/09/2003 02:07;1983-05-06 01:01:36.000;89806;4838.5575,,
1167;Jay's Cabinet Company;445 Park Ave.;7;27;17/03/1975 03:47;1987-12-30 01:48:16.000;86340;60000.4369,,
1168;Truck-X Muffler Repair;1949 Cloverdale Rd.;38;22;03/07/1990 11:13;1994-02-16 19:34:56.000;89328;26378.0436,,
1169;Sigman and Freud Psychiatry;3059 Priscilla Court;4;48;29/10/2004 12:13;2000-10-28 06:08:16.000;8480.;45393.4590,,
1170;Bill's Dive Shop;965 Marion Place Apt. 65C;18;30;14/07/1980 13:55;2005-04-14 09:28:16.000;72472;60169.7825,,
1171;Hart Corporation;1920 Sunnyside Ave.;41;39;22/07/2003 19:53;2000-12-08 02:26:40.000;37520;27808.5995,,
1172;Yale Remins Temp Agency;12 Walker Ave.;41;29;10/03/1987 18:40;1982-12-23 02:53:20.000;54513;43930.8522,,
1173;Nyman Interior Design;445 Park Ave.;37;12;13/07/2000 18:35;1989-10-18 16:21:36.000;72608;86576.5525,,
1174;Jay's Cabinet Company;671 Blackstone Ave.;49;36;30/01/2000 16:53;2000-08-24 07:53:20.000;91358;60628.3400,,
1175;Kapp Camera and Video;1220 Heather Lane;50;45;11/06/2000 08:48;1972-09-03 10:20:00.000;24490;46336.9592,,
1176;Green Bay Travel Services;673 Calais Drive;11;7;16/03/1994 14:15;2004-04-30 05:40:00.000;23000;53382.0080,,
1177;DBN Bank;4763 Blackhawk Rd.;50;38;15/10/2000 19:27;2006-03-30 08:54:56.000;22154;71600.3568,,
1178;Loyal Order of Buffalo;726 White Oaks Ave.;41;4;08/10/1972 03:40;1972-08-12 10:33:20.000;71708;59993.9830,,
1179;Morgan Construction Co;2220 Grant Blvd.;45;18;12/01/2004 00:28;1971-09-09 11:26:40.000;74483;6128.7510,,
1180;K L Consulting;1715 Chicago Ave.;25;41;18/06/1996 20:48;1980-12-18 15:06:40.000;89075;77166.0545,,
1181;Air Guatamala;1957 Huntington Ave.;26;41;08/11/1989 11:22;1983-03-15 18:13:20.000;54352;44440.9940,,
1182;Darcy Frame and Matting Servic;2479 Woodridge Drive;35;37;07/09/2000 05:13;1994-09-07 02:06:40.000;59934;56394.9573,,
1183;Griffith Paving and Sealcoatin;1220 Heather Lane;16;49;08/07/1994 21:40;1977-02-19 19:08:16.000;6838.;17946.3227,,
1184;Dean Barnett Furniture Repair;38976 Forest View Rd.;45;50;04/04/1978 08:42;2006-03-24 02:28:16.000;55643;45235.4626,,
1185;Froggy's Gourmet Catering;1077 Court Ave.;23;11;31/10/1990 08:00;1980-02-12 10:40:00.000;57167;60291.6471,,
1186;George Lee Antiques;2024 St.Johns Ave.;14;50;20/08/2000 21:02;2000-08-31 16:06:40.000;6403.;19888.8639,,
1187;Quad City Cleaning;511 Hill;1;41;06/02/1983 06:13;1978-04-08 16:13:20.000;21260;4230.3104,,
1188;Bernhardt Ltd.;4467 Sheridan Rd.;30;45;08/12/1982 12:53;1983-10-17 18:33:20.000;46270;80.2887,,
1189;Jay's Cabinet Company;1770 first St.;43;25;20/03/2004 07:22;1971-06-23 05:40:00.000;38250;60750.4274,,
1190;Office Pro Supply Co.;1795 Lake Cook Rd.;4;26;25/10/1975 10:07;1970-05-01 17:28:16.000;12990;74688.0385,,
1191;Johnson, Erico & Co CPA's;770 Exmoor Rd.;43;35;10/10/2005 03:02;1977-09-18 11:41:36.000;96120;66819.0160,
1192;Dapper's Antiques;1679 McCraren;28;16;02/03/1975 21:22;1996-08-21 12:34:56.000;29938;38574.6623,,
1193;John G. Hartling Ltd.;3181 Barkwood Ct.;48;45;12/08/1978 00:48;1996-03-25 04:14:56.000;29872;70898.8485,,
1194;Hardee Woodwork Ltd.;899 Harvard Ct;40;23;01/02/2005 18:27;1987-10-22 12:20:00.000;90520;23825.6983,,
1195;Camp Oconomowoc;3478 Bryn Mawr St.;28;14;10/01/1970 22:53;1983-09-11 04:46:40.000;56228;76672.9860,,
1196;Marcy Elaine Bakery;220 Vine Ave.;48;1;24/04/2003 07:55;1990-08-04 09:53:20.000;87910;69110.7301,,
1197;Hibbard Road Suppliers;1858 Balsam Way;27;30;23/03/1992 05:08;1996-03-17 22:00:00.000;78916;59638.8183,,
